,Time,PorCiento_Uso_Memoria,Promedio_Frecuencia_Proc,Promedio_Temp,Max_Temp,Max_Frecuencia,N,Recur,Hilos
Time,1.0,0.7177253833893442,-0.3666580011935276,0.05543321300612005,0.2536714021184338,0.607108161263872,0.8881392114029761,-0.38088655365200597,-0.14707250817348794
PorCiento_Uso_Memoria,0.7177253833893442,1.0,-0.33804475899976055,0.3356062794550904,0.5144262919807672,0.559226002759054,0.8982221145322717,0.22735197629453915,0.0033820137548503048
Promedio_Frecuencia_Proc,-0.3666580011935276,-0.33804475899976055,1.0,0.07192374530215427,-0.12169781188298164,-0.31320408994619936,-0.35035905168203996,0.006540943035234913,0.2838305384849735
Promedio_Temp,0.05543321300612005,0.3356062794550904,0.07192374530215427,1.0,0.8842121336218963,-0.05176648755251372,0.2964520393491615,0.24123019077230495,0.6630875516238383
Max_Temp,0.2536714021184338,0.5144262919807672,-0.12169781188298164,0.8842121336218963,1.0,0.18948469164793924,0.4701016734924923,0.23151911894344482,0.5275283943353211
Max_Frecuencia,0.607108161263872,0.559226002759054,-0.31320408994619936,-0.05176648755251372,0.18948469164793924,1.0,0.5735391303484012,-0.03296047002466889,-0.3336934508099301
N,0.8881392114029761,0.8982221145322717,-0.35035905168203996,0.2964520393491615,0.4701016734924923,0.5735391303484012,1.0,-0.03555408214612241,0.01369886487933437
Recur,-0.38088655365200597,0.22735197629453915,0.006540943035234913,0.24123019077230495,0.23151911894344482,-0.03296047002466889,-0.03555408214612241,1.0,-0.004789961947737843
Hilos,-0.14707250817348794,0.0033820137548503048,0.2838305384849735,0.6630875516238383,0.5275283943353211,-0.3336934508099301,0.01369886487933437,-0.004789961947737843,1.0
