Time,N,Hilos,Inicio,Fin,Max_Consumo_Memoria,PorCiento_Uso_Memoria,Promedio_PorCiento_Uso_Proc,Max_PorCiento_Uso_Proc,Promedio_Temp,Max_Temp,Promedio_Frecuencia_Proc,Max_Frecuencia,Nucleos,Tipo_Procesador_Intel(R) Core(TM) i7-3930K,Tipo_Procesador_Intel(R) Core(TM) i7-4930K,Tipo_Procesador_Intel(R) Core(TM) i7-8700,Tipo_Memoria_DDR3,Tipo_Memoria_DDR4,Tipo_Disco_HDD,ESTRATEGIA_OMP_NO_RECURSIVO
-0.49807183418238926,-0.8844817098752973,-1.0114870240915657,2022-07-29 22:51:44.311,2022-07-29 22:52:09.134,95776,-0.5507143487787599,24.4391304347826,25.1,-1.5939984797162507,-1.7086909229856981,-1.5937436385778818,-1.5682271363887308,6,0.0,1.0,0.0,1.0,0.0,1.0,1.0
-0.5236625937402144,-0.8844817098752973,-0.7222914834505179,2022-07-29 22:52:09.134,2022-07-29 22:52:27.707,96004,-0.5507143487787599,32.7108108108108,33.3,-1.5370679870499393,-1.7086909229856981,-1.3357881513070744,-1.3794743903277074,6,0.0,1.0,0.0,1.0,0.0,1.0,1.0
-0.5388677635297171,-0.8844817098752973,-0.4330959428094701,2022-07-29 22:52:27.708,2022-07-29 22:52:42.568,95948,-0.5507143487787599,41.19375,41.8,-1.3678880504633695,-1.4204186245494363,-0.8357370931844315,-1.0228689430639393,6,0.0,1.0,0.0,1.0,0.0,1.0,1.0
-0.5480976462258622,-0.8844817098752973,-0.1439004021684224,2022-07-29 22:52:42.568,2022-07-29 22:52:55.174,96064,-0.5507143487787599,49.448,50.2,-1.2757357512374852,-1.2762824753313053,-0.4938044392870817,-1.022216600727427,6,0.0,1.0,0.0,1.0,0.0,1.0,1.0
-0.5360887676462204,-0.8844817098752973,0.14529513847262532,2022-07-29 22:52:55.174,2022-07-29 22:53:10.713,96048,-0.5507143487787599,44.5032258064516,58.5,-1.3312408815906618,-1.2762824753313053,-0.849110459748939,-1.0235212854004527,6,0.0,1.0,0.0,1.0,0.0,1.0,1.0
-0.544164679543724,-0.8844817098752973,0.43449067911367306,2022-07-29 22:53:10.713,2022-07-29 22:53:24.280,95932,-0.5507143487787599,55.8961538461538,66.7,-1.244985822766764,-1.1321463261131743,-0.6830613853483115,-1.0242990781862948,6,0.0,1.0,0.0,1.0,0.0,1.0,1.0
-0.5499011020814003,-0.8844817098752973,0.7236862197547208,2022-07-29 22:53:24.280,2022-07-29 22:53:36.446,95844,-0.5507143487787599,65.8695652173913,75.0,-1.1941234647102776,-1.2762824753313053,-0.5170124616675175,-1.0243492583660267,6,0.0,1.0,0.0,1.0,0.0,1.0,1.0
-0.5487576717735155,-0.8844817098752973,1.0128817603957685,2022-07-29 22:53:36.446,2022-07-29 22:53:48.891,95756,-0.5507143487787599,72.4875,83.5,-1.1581766949886116,-1.1321463261131743,-0.4494595911242097,-0.9200748448834251,6,0.0,1.0,0.0,1.0,0.0,1.0,1.0
-0.5466968461261931,-0.8844817098752973,1.3020773010368163,2022-07-29 22:53:48.891,2022-07-29 22:54:01.839,96096,-0.5507143487787599,78.3678571428572,91.7,-1.0348931437742621,-0.9880101768950436,-0.484644334345812,-1.0243241682761615,6,0.0,1.0,0.0,1.0,0.0,1.0,1.0
-0.5451944003149618,-0.8844817098752973,1.5912728416778639,2022-07-29 22:54:01.839,2022-07-29 22:54:15.155,95852,-0.5507143487787599,97.3222222222222,99.0,-1.1601883147053973,-1.2762824753313053,-0.4412667133148257,-1.0243241682761615,6,0.0,1.0,0.0,1.0,0.0,1.0,1.0
-0.29424927925088024,-0.8844817098752973,-1.589878105373661,2022-07-29 22:54:15.155,2022-07-29 22:55:29.751,96152,-0.5507143487787599,7.99781021897812,8.3,-2.3358552306431966,-1.4204186245494363,-2.1624496492044987,-1.2747232651376539,6,0.0,1.0,0.0,1.0,0.0,1.0,1.0
-0.447543076111439,-0.8844817098752973,-1.3006825647326132,2022-07-29 22:55:29.751,2022-07-29 22:56:06.913,96104,-0.5507143487787599,16.3394366197183,16.9,-2.3305543324648683,-2.1410993706400907,-2.082677269752284,-2.132678888101458,6,0.0,1.0,0.0,1.0,0.0,1.0,1.0
-0.4982848061494715,-0.8844817098752973,-1.0114870240915657,2022-07-29 22:56:06.913,2022-07-29 22:56:31.684,95788,-0.5507143487787599,24.5153846153846,25.1,-2.1028642619861144,-2.1410993706400907,-1.4291732688731227,-1.0238474565687095,6,0.0,1.0,0.0,1.0,0.0,1.0,1.0
-0.5237061602830114,-0.8844817098752973,-0.7222914834505179,2022-07-29 22:56:31.684,2022-07-29 22:56:50.246,95844,-0.5507143487787599,32.8292682926829,33.5,-1.6808543740837885,-1.5645547737675671,-1.3415360814726232,-1.2753254272944357,6,0.0,1.0,0.0,1.0,0.0,1.0,1.0
-0.5388466702632497,-0.8844817098752973,-0.4330959428094701,2022-07-29 22:56:50.246,2022-07-29 22:57:05.112,95860,-0.5507143487787599,41.1852941176471,41.8,-1.4432350419140962,-1.5645547737675671,-0.9754125939203871,-1.0865977713232775,6,0.0,1.0,0.0,1.0,0.0,1.0,1.0
-0.548295483129294,-0.8844817098752973,-0.1439004021684224,2022-07-29 22:57:05.112,2022-07-29 22:57:17.670,95700,-0.5507143487787599,49.6153846153846,50.0,-1.1057198423740067,-1.1321463261131743,-0.43764841692950557,-0.9201752052428884,6,0.0,1.0,0.0,1.0,0.0,1.0,1.0
-0.536142559365948,-0.8844817098752973,0.14529513847262532,2022-07-29 22:57:17.670,2022-07-29 22:57:33.195,96028,-0.5507143487787599,43.3363636363637,58.5,-1.1126409395814114,-0.9880101768950436,-0.8273861412949,-0.8989991693960847,6,0.0,1.0,0.0,1.0,0.0,1.0,1.0
-0.5439702046227752,-0.8844817098752973,0.43449067911367306,2022-07-29 22:57:33.196,2022-07-29 22:57:46.810,95636,-0.5507143487787599,56.5433333333333,66.8,-1.0555840894326225,-0.9880101768950436,-0.5636468031993308,-0.9187450701205329,6,0.0,1.0,0.0,1.0,0.0,1.0,1.0
-0.549686750104456,-0.8844817098752973,0.7236862197547208,2022-07-29 22:57:46.810,2022-07-29 22:57:59.028,95956,-0.5507143487787599,65.0384615384615,75.1,-1.016589614922647,-0.9880101768950436,-0.4680927520611757,-0.9198992142543635,6,0.0,1.0,0.0,1.0,0.0,1.0,1.0
-0.5485520339241275,-0.8844817098752973,1.0128817603957685,2022-07-29 22:57:59.028,2022-07-29 22:58:11.523,95668,-0.5507143487787599,72.1481481481482,83.5,-1.087770004901166,-1.1321463261131743,-0.45984551499884607,-0.9813950245156385,6,0.0,1.0,0.0,1.0,0.0,1.0,1.0
