Time,N,Hilos,Inicio,Fin,Max_Consumo_Memoria,PorCiento_Uso_Memoria,Promedio_PorCiento_Uso_Proc,Max_PorCiento_Uso_Proc,Promedio_Temp,Max_Temp,Promedio_Frecuencia_Proc,Max_Frecuencia,ESTRATEGIA,Tipo_Memoria,Tipo_Disco,Nucleos,Tipo_Procesador
0.966367,1000,1,2023-07-16 20:35:10.933,2023-07-16 20:35:11.899,24332,0,7.9,7.9,42600,43600,3813.795,3819.69,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
0.496922,1000,2,2023-07-16 20:35:11.899,2023-07-16 20:35:12.396,25352,0,12.1,16.3,43266.7,43266.7,3762.77,3773.13,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
0.331131,1000,3,2023-07-16 20:35:12.396,2023-07-16 20:35:12.727,25440,0,20.65,24.5,44266.65,44600,3887.39,3933.33,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
0.246782,1000,4,2023-07-16 20:35:12.727,2023-07-16 20:35:12.974,25452,0,33.4,33.4,44933.3,44933.3,4115.75,4115.75,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
0.170497,1000,6,2023-07-16 20:35:13.170,2023-07-16 20:35:13.340,25472,0,43.8,43.8,45600,45600,4116.66,4116.66,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
0.301577,1000,7,2023-07-16 20:35:13.340,2023-07-16 20:35:13.642,25484,0,55.5,55.5,47266.7,47266.7,4300.23,4300.23,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
0.360003,1000,8,2023-07-16 20:35:13.642,2023-07-16 20:35:14.002,25492,0,54.2,54.2,44600,44600,3872.52,3872.52,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
0.313816,1000,9,2023-07-16 20:35:14.002,2023-07-16 20:35:14.316,25504,0,39.3,39.3,45266.7,45266.7,4213.15,4213.15,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
0.375085,1000,10,2023-07-16 20:35:14.316,2023-07-16 20:35:14.691,25516,0,50.95,52.1,45433.35,45600,4207.96,4299.97,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
0.458223,1000,11,2023-07-16 20:35:14.691,2023-07-16 20:35:15.149,25528,0,78.1,78.1,45600,45600,4300.03,4300.03,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
0.513286,1000,12,2023-07-16 20:35:15.149,2023-07-16 20:35:15.662,25540,0,83.4,83.4,45266.7,45266.7,4025.06,4025.06,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
0.971676,1000,1,2023-07-16 20:35:15.662,2023-07-16 20:35:16.634,25540,0,17.7666666666667,37.5,45044.4666666667,45600,4001.23666666667,4300.01,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
0.49094,1000,2,2023-07-16 20:35:16.634,2023-07-16 20:35:17.125,25616,0,13.1,16.2,44600,44600,3802.85,3840.75,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
0.326127,1000,3,2023-07-16 20:35:17.125,2023-07-16 20:35:17.451,25616,0,24,24,44933.3,44933.3,3932.83,3932.83,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
0.246783,1000,4,2023-07-16 20:35:17.451,2023-07-16 20:35:17.698,25616,0,32.8,32.8,45266.7,45266.7,4116.02,4116.02,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
0.163446,1000,6,2023-07-16 20:35:17.894,2023-07-16 20:35:18.058,25616,0,43.5,43.5,46266.7,46266.7,4116.51,4116.51,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
0.305929,1000,7,2023-07-16 20:35:18.058,2023-07-16 20:35:18.363,25624,0,39.9,39.9,47266.7,47266.7,4300.15,4300.15,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
0.298296,1000,9,2023-07-16 20:35:18.646,2023-07-16 20:35:18.944,25640,0,57.7,57.7,47266.7,47266.7,4300,4300,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
0.385069,1000,10,2023-07-16 20:35:18.944,2023-07-16 20:35:19.329,25648,0,67.9,67.9,47933.3,47933.3,4300.01,4300.01,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
0.445437,1000,11,2023-07-16 20:35:19.329,2023-07-16 20:35:19.775,25660,0,84.8,84.8,45933.3,45933.3,4116.28,4116.28,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
0.51234,1000,12,2023-07-16 20:35:19.775,2023-07-16 20:35:20.287,25672,0,98.5,98.5,45600,45600,4300.02,4300.02,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
8.235497,1500,1,2023-07-16 20:35:20.295,2023-07-16 20:35:28.531,54656,0,8.428,20.9,43520.008,46266.7,3891.0716,4300.03,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
4.176502,1500,2,2023-07-16 20:35:28.531,2023-07-16 20:35:32.707,54660,0,15.8466666666667,16.7,43911.1066666667,44266.7,3906.74866666667,4117.07,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
2.773479,1500,3,2023-07-16 20:35:32.707,2023-07-16 20:35:35.481,54768,0,24.5125,24.6,44391.6875,44600,3957.72875,4116.83,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
2.146071,1500,4,2023-07-16 20:35:35.481,2023-07-16 20:35:37.627,53928,0,32.8285714285714,33,45028.5714285714,45600,4064.13571428571,4207.68,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
1.672979,1500,5,2023-07-16 20:35:37.627,2023-07-16 20:35:39.300,53852,0,41.22,41.4,46133.34,46933.3,4226.95,4300.98,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
1.399479,1500,6,2023-07-16 20:35:39.300,2023-07-16 20:35:40.699,54508,0,49.16,49.8,46733.32,46933.3,4262.724,4299.92,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
1.97639,1500,7,2023-07-16 20:35:40.699,2023-07-16 20:35:42.676,54260,0,41.24,57.9,46933.34,47600,4195.57,4300.08,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
1.742991,1500,8,2023-07-16 20:35:42.676,2023-07-16 20:35:44.419,54668,0,51.1166666666667,66.2,46877.7666666667,47933.3,4238.94,4300.26,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
1.580225,1500,9,2023-07-16 20:35:44.419,2023-07-16 20:35:45.999,53972,0,64.34,74.9,47466.64,47933.3,4281.516,4300,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
1.752748,1500,10,2023-07-16 20:35:45.999,2023-07-16 20:35:47.752,54668,0,67.0833333333333,82.7,47600.0166666667,48266.7,4223.695,4300.16,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
1.860157,1500,11,2023-07-16 20:35:47.752,2023-07-16 20:35:49.612,53028,0,83.34,90.9,48000,48600,4300.042,4300.21,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
2.032318,1500,12,2023-07-16 20:35:49.612,2023-07-16 20:35:51.644,54496,0,98.5,99,47683.35,48266.7,4300.005,4300.01,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
8.270025,1500,1,2023-07-16 20:35:51.644,2023-07-16 20:35:59.914,54656,0,7.95769230769231,8.4,45407.7,47266.7,3827.57,4006.27,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
4.192231,1500,2,2023-07-16 20:35:59.914,2023-07-16 20:36:04.106,54956,0,15.8733333333333,16.8,45800,46266.7,3836.09866666667,3937.41,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
2.777891,1500,3,2023-07-16 20:36:04.107,2023-07-16 20:36:06.884,53836,0,24.5857142857143,24.9,46219.0571428571,46600,3893.94142857143,3934.14,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
2.086802,1500,4,2023-07-16 20:36:06.884,2023-07-16 20:36:08.971,54624,0,31.925,33.4,46725.0125,47266.7,4059.4175,4207.91,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
1.675364,1500,5,2023-07-16 20:36:08.971,2023-07-16 20:36:10.647,53464,0,41.2,41.5,47933.32,48266.7,4079.588,4208.05,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
1.398537,1500,6,2023-07-16 20:36:10.647,2023-07-16 20:36:12.045,54580,0,48.62,49.8,48733.34,49266.7,4263.4,4300.61,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
1.988955,1500,7,2023-07-16 20:36:12.045,2023-07-16 20:36:14.034,54480,0,39.78,58.1,48600.02,49600,4061.418,4299.99,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
1.763902,1500,8,2023-07-16 20:36:14.034,2023-07-16 20:36:15.798,54376,0,49.4166666666667,66.2,48322.2333333333,49266.7,4131.90333333333,4300.03,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
1.576434,1500,9,2023-07-16 20:36:15.798,2023-07-16 20:36:17.374,53132,0,65.54,75.1,48933.32,49600,4244.994,4300.01,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
1.799605,1500,10,2023-07-16 20:36:17.374,2023-07-16 20:36:19.174,54736,0,66.2,82.7,49742.8571428571,50266.7,4273.61142857143,4300.01,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
1.872777,1500,11,2023-07-16 20:36:19.174,2023-07-16 20:36:21.047,54152,0,81.85,91.3,50155.5666666667,50600,4300.00333333333,4300.02,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
2.032248,1500,12,2023-07-16 20:36:21.047,2023-07-16 20:36:23.079,54388,0,98.375,98.5,49350.025,49600,4300.0125,4300.03,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
28.247277,2000,1,2023-07-16 20:36:23.100,2023-07-16 20:36:51.347,95876,0,7.91494252873562,8.4,46404.6,48600,3831.16195402299,4158.36,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
14.185782,2000,2,2023-07-16 20:36:51.347,2023-07-16 20:37:05.533,95712,0,16.1522727272727,16.7,47357.5840909091,47933.3,3845.72863636364,4032.66,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
9.483527,2000,3,2023-07-16 20:37:05.533,2023-07-16 20:37:15.016,95768,0,24.5032258064516,25.2,48148.3903225806,48600,3933.3235483871,4025.97,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
7.1307,2000,4,2023-07-16 20:37:15.016,2023-07-16 20:37:22.147,95992,0,32.8521739130435,33.2,48918.847826087,49600,4072.87434782609,4209.26,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
5.725802,2000,5,2023-07-16 20:37:22.147,2023-07-16 20:37:27.873,95368,0,41.2666666666667,41.7,50377.7888888889,51266.7,4167.44166666667,4299.78,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
4.791375,2000,6,2023-07-16 20:37:27.873,2023-07-16 20:37:32.664,94980,0,49.41875,50,51745.825,52266.7,4236.98625,4301.03,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
6.199379,2000,7,2023-07-16 20:37:32.664,2023-07-16 20:37:38.864,95956,0,42.2380952380952,58.2,51520.6238095238,52933.3,4156.53619047619,4300.66,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
5.45082,2000,8,2023-07-16 20:37:38.864,2023-07-16 20:37:44.315,95776,0,52.6294117647059,66.5,51835.3058823529,52933.3,4213.57647058824,4300.09,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
4.878397,2000,9,2023-07-16 20:37:44.315,2023-07-16 20:37:49.193,93924,0,67.5,75,52861.9071428571,53600,4293.45142857143,4300.15,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
5.13342,2000,10,2023-07-16 20:37:49.193,2023-07-16 20:37:54.326,95388,0,71.2625,83.1,52891.66875,53266.7,4277.114375,4300.12,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
5.062568,2000,11,2023-07-16 20:37:54.326,2023-07-16 20:37:59.389,96012,0,80.9125,90.9,53766.675,54600,4259.854375,4300.04,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
5.1825,2000,12,2023-07-16 20:37:59.389,2023-07-16 20:38:04.571,95800,0,98.2777777777778,99,53414.8111111111,54266.7,4266.66444444444,4300,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
28.057425,2000,1,2023-07-16 20:38:04.572,2023-07-16 20:38:32.629,96060,0,7.97640449438201,8.4,50352.8146067416,51600,3827.3097752809,4101.98,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
14.181519,2000,2,2023-07-16 20:38:32.629,2023-07-16 20:38:46.810,96012,0,16.3,16.8,50614.8177777778,51266.7,3848.30111111111,4024.54,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
9.48606,2000,3,2023-07-16 20:38:46.811,2023-07-16 20:38:56.297,95852,0,24.6181818181818,25.2,51498.9939393939,51933.3,3930.81484848485,4118.65,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
7.133581,2000,4,2023-07-16 20:38:56.297,2023-07-16 20:39:03.430,95880,0,32.9590909090909,33.4,52190.9090909091,52600,4033.29363636364,4208.38,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
5.72344,2000,5,2023-07-16 20:39:03.430,2023-07-16 20:39:09.154,94848,0,41.26875,41.6,53537.5,53933.3,4093.7825,4208.95,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
4.832807,2000,6,2023-07-16 20:39:09.154,2023-07-16 20:39:13.986,95776,0,48.99375,50,55079.1625,55933.3,4265.524375,4300.28,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
6.225687,2000,7,2023-07-16 20:39:13.986,2023-07-16 20:39:20.212,95808,0,43.7058823529412,58.2,54541.1823529412,55933.3,4142.05352941177,4300.74,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
5.438863,2000,8,2023-07-16 20:39:20.212,2023-07-16 20:39:25.651,95384,0,52.2444444444444,66.5,54729.6333333333,55933.3,4197.57388888889,4300.73,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
4.881481,2000,9,2023-07-16 20:39:25.651,2023-07-16 20:39:30.532,95772,0,63.0466666666667,74.4,55088.8866666667,55933.3,4275.56333333333,4300.17,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
5.157687,2000,10,2023-07-16 20:39:30.532,2023-07-16 20:39:35.690,95664,0,72.175,83.2,55558.325,56266.7,4271.32375,4300.03,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
5.112433,2000,11,2023-07-16 20:39:35.690,2023-07-16 20:39:40.803,95908,0,82.5875,91.3,55912.5125,56266.7,4287.968125,4300.01,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
5.271161,2000,12,2023-07-16 20:39:40.803,2023-07-16 20:39:46.074,94496,0,98.4444444444445,99,54859.2444444444,55600,4194.51777777778,4299.99,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
65.126236,2500,1,2023-07-16 20:39:46.086,2023-07-16 20:40:51.212,148548,0,8.09950000000001,33.5,51465.0025,54933.3,3839.17265,4199.99,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
32.942399,2500,2,2023-07-16 20:40:51.212,2023-07-16 20:41:24.154,148800,0,16.2471153846154,16.8,52010.2548076923,52600,3850.20240384615,4025.92,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
22.112926,2500,3,2023-07-16 20:41:24.154,2023-07-16 20:41:46.267,148792,0,24.627397260274,25.2,53170.7794520548,53933.3,3938.21232876712,4117.4,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
16.652079,2500,4,2023-07-16 20:41:46.267,2023-07-16 20:42:02.919,148564,0,32.9673076923077,33.5,54446.1634615385,54933.3,4092.15134615385,4209.87,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
13.349538,2500,5,2023-07-16 20:42:02.919,2023-07-16 20:42:16.269,148276,0,40.95,41.6,55649.0088235294,56266.7,4127.45852941176,4300.29,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
11.386266,2500,6,2023-07-16 20:42:16.269,2023-07-16 20:42:27.655,148504,0,49.2914285714286,50,56323.8085714286,57266.7,4144.26771428571,4300.49,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
14.114553,2500,7,2023-07-16 20:42:27.655,2023-07-16 20:42:41.770,148572,0,46.6047619047619,58.2,55322.2142857143,56600,4032.73166666667,4299.93,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
12.277385,2500,8,2023-07-16 20:42:41.770,2023-07-16 20:42:54.047,148844,0,56.7428571428571,66.3,55961.9028571429,57266.7,4226.68057142857,4300.12,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
10.989381,2500,9,2023-07-16 20:42:54.047,2023-07-16 20:43:05.037,148852,0,66.2225806451613,75,56427.9580645161,57600,4222.76774193548,4300.73,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
11.260589,2500,10,2023-07-16 20:43:05.037,2023-07-16 20:43:16.297,148476,0,72.841935483871,83.3,56320.4258064516,57266.7,4164.63806451613,4299.98,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
10.967655,2500,11,2023-07-16 20:43:16.297,2023-07-16 20:43:27.265,148488,0,84.4655172413793,91.3,56404.5965517241,57600,4167.02620689655,4300.01,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
10.973004,2500,12,2023-07-16 20:43:27.265,2023-07-16 20:43:38.238,147840,0,96.0111111111111,98.5,55637.0333333333,55933.3,4133.17944444445,4300.01,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
65.811152,2500,1,2023-07-16 20:43:38.238,2023-07-16 20:44:44.049,148864,0,7.96516853932585,8.4,52382.7780898877,54266.7,3815.77426966292,4009.92,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
33.111712,2500,2,2023-07-16 20:44:44.049,2023-07-16 20:45:17.161,148828,0,16.279381443299,16.8,53139.5185567011,53600,3874.77701030928,4065.84,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
22.198824,2500,3,2023-07-16 20:45:17.161,2023-07-16 20:45:39.359,148456,0,24.5984848484848,25.2,54236.3742424243,54600,3936.2153030303,4209.31,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
16.621003,2500,4,2023-07-16 20:45:39.360,2023-07-16 20:45:55.981,148316,0,32.672,33.2,55193.332,56266.7,4061.6298,4208.83,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
13.302016,2500,5,2023-07-16 20:45:55.981,2023-07-16 20:46:09.283,148048,0,41.09,41.7,56691.665,57266.7,4132.66375,4299.69,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
11.582644,2500,6,2023-07-16 20:46:09.283,2023-07-16 20:46:20.865,148204,0,49.4529411764706,50,57021.5588235294,59266.7,4094.96382352941,4300.81,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
14.155566,2500,7,2023-07-16 20:46:20.865,2023-07-16 20:46:35.021,148244,0,45.7410256410256,58.3,56198.2871794872,57266.7,4014.67717948718,4201.44,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
12.155634,2500,8,2023-07-16 20:46:35.021,2023-07-16 20:46:47.176,148144,0,54.3285714285714,66.5,56528.575,57600,4193.15178571429,4300.18,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
11.073327,2500,9,2023-07-16 20:46:47.176,2023-07-16 20:46:58.250,148572,0,65.23,75,56700.0066666667,57266.7,4179.46133333333,4300.05,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
11.269376,2500,10,2023-07-16 20:46:58.250,2023-07-16 20:47:09.519,148812,0,71.7967741935484,83.3,56417.2129032258,57266.7,4135.27967741935,4300,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
11.06232,2500,11,2023-07-16 20:47:09.519,2023-07-16 20:47:20.581,139252,0,90.4428571428572,91.3,56726.9857142857,57600,4165.12333333333,4300.01,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
10.71229,2500,12,2023-07-16 20:47:20.581,2023-07-16 20:47:31.294,141092,0,98,98,55766.65,55933.3,4200.03,4300,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
118.194798,3000,1,2023-07-16 20:47:31.353,2023-07-16 20:49:29.548,213172,1,7.96979166666669,8.6,52587.2680555556,53600,3817.25451388889,4117.34,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
59.514962,3000,2,2023-07-16 20:49:29.548,2023-07-16 20:50:29.063,212440,1,16.3060975609756,16.8,53567.4792682927,54266.7,3854.42048780488,4342.69,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
41.192041,3000,3,2023-07-16 20:50:29.063,2023-07-16 20:51:10.255,213268,1,24.3053846153846,25.2,54912.8138461538,55600,3967.66046153846,4207.83,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
30.836115,3000,4,2023-07-16 20:51:10.255,2023-07-16 20:51:41.091,213136,1,32.7068181818182,33.5,56020.4568181818,56933.3,4091.7425,4300.62,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
24.379952,3000,5,2023-07-16 20:51:41.091,2023-07-16 20:52:05.471,213096,1,41.2040540540541,41.9,56572.9702702703,57266.7,4149.45554054054,4301.22,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
21.299369,3000,6,2023-07-16 20:52:05.471,2023-07-16 20:52:26.771,212796,1,49.5622950819672,50,56949.731147541,58266.7,4114.90524590164,4307.89,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
25.588187,3000,7,2023-07-16 20:52:26.771,2023-07-16 20:52:52.359,213128,1,45.9306666666667,58.4,56106.672,57266.7,4017.0436,4208.3,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
22.43733,3000,8,2023-07-16 20:52:52.359,2023-07-16 20:53:14.796,213224,1,55.9985507246377,66.5,56672.4594202898,57933.3,4191.37449275362,4300.08,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
20.035739,3000,9,2023-07-16 20:53:14.796,2023-07-16 20:53:34.832,213180,1,66.4935483870968,75.1,57148.379032258,58266.7,4164.82338709677,4300.17,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
20.462804,3000,10,2023-07-16 20:53:34.832,2023-07-16 20:53:55.295,213328,1,72.528813559322,83.3,56888.1389830509,57600,4124.36559322034,4300,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
20.034947,3000,11,2023-07-16 20:53:55.295,2023-07-16 20:54:15.330,213332,1,83.7660714285715,91.4,57207.1410714286,58266.7,4141.97196428571,4300.02,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
20.027182,3000,12,2023-07-16 20:54:15.330,2023-07-16 20:54:35.357,212556,1,97.9888888888889,98.5,56433.3361111111,56933.3,4163.89111111111,4300,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
119.792186,3000,1,2023-07-16 20:54:35.357,2023-07-16 20:56:35.149,213280,1,7.99757412398927,17.3,53212.7603773585,56933.3,3816.37064690027,4116.72,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
60.457365,3000,2,2023-07-16 20:56:35.149,2023-07-16 20:57:35.606,213132,1,16.2757894736842,16.8,53782.4505263158,54266.7,3864.39405263158,4069.51,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
40.619485,3000,3,2023-07-16 20:57:35.606,2023-07-16 20:58:16.226,213172,1,24.5112781954887,25.2,54863.1563909774,55600,3956.87345864662,4209.05,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
30.443743,3000,4,2023-07-16 20:58:16.226,2023-07-16 20:58:46.670,213260,1,32.8252525252525,33.5,56199.3282828283,56933.3,4068.43383838384,4209.36,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
24.432578,3000,5,2023-07-16 20:58:46.670,2023-07-16 20:59:11.102,208316,1,41.2689189189189,41.9,57248.6540540541,57933.3,4140.12405405405,4300.69,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
21.316518,3000,6,2023-07-16 20:59:11.102,2023-07-16 20:59:32.419,213112,1,49.51875,50,57318.7453125,58266.7,4092.31765625,4300.71,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
25.692718,3000,7,2023-07-16 20:59:32.419,2023-07-16 20:59:58.111,213280,1,45.2875,58.7,56616.66125,57933.3,4056.70375,4208.27,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
22.13686,3000,8,2023-07-16 20:59:58.111,2023-07-16 21:00:20.248,213196,1,54.6262295081967,66.8,57304.9180327869,58600,4176.81426229508,4300.9,OMP_NO_RECURSIVO,DDR4,HDD,6,Intel(R) Core(TM) i7-8700
