,Time,PorCiento_Uso_Memoria,Promedio_Frecuencia_Proc,Promedio_Temp,Max_Temp,Max_Frecuencia,N,Recur
Time,1.0,0.6621002889443476,-0.3361413559416494,0.30661162696138183,0.4238923511229342,-0.11822238554117324,0.5708897357134443,-0.30277965296655013
PorCiento_Uso_Memoria,0.6621002889443476,1.0,-0.4382822885722503,0.7448510419153647,0.794728803058436,-0.2264325560120953,0.8046436173272218,0.2040316672986641
Promedio_Frecuencia_Proc,-0.3361413559416494,-0.4382822885722503,1.0,-0.4383935123038543,-0.47083956143254996,0.942927112498119,0.005426776289230315,0.006629979963199033
Promedio_Temp,0.30661162696138183,0.7448510419153647,-0.4383935123038543,1.0,0.9827012795588347,-0.27965556638297884,0.7323660686517476,0.3737014505109733
Max_Temp,0.4238923511229342,0.794728803058436,-0.47083956143254996,0.9827012795588347,1.0,-0.283563168708652,0.7752929202816411,0.2810832272804953
Max_Frecuencia,-0.11822238554117324,-0.2264325560120953,0.942927112498119,-0.27965556638297884,-0.283563168708652,1.0,0.24088588680092798,-0.06455338281732592
N,0.5708897357134443,0.8046436173272218,0.005426776289230315,0.7323660686517476,0.7752929202816411,0.24088588680092798,1.0,0.12484527782162708
Recur,-0.30277965296655013,0.2040316672986641,0.006629979963199033,0.3737014505109733,0.2810832272804953,-0.06455338281732592,0.12484527782162708,1.0
